:m01	direct	io.insert-koin:koin-core:4.2.2
:m01	direct	org.jetbrains.kotlin:kotlin-stdlib:2.4.10
:m01	direct	org.jetbrains.kotlinx:kotlinx-datetime:0.8.0
:m01	transitive	co.touchlab:stately-concurrency-jvm:2.1.0
:m01	transitive	co.touchlab:stately-concurrency:2.1.0
:m01	transitive	co.touchlab:stately-concurrent-collections-jvm:2.1.0
:m01	transitive	co.touchlab:stately-concurrent-collections:2.1.0
:m01	transitive	co.touchlab:stately-strict-jvm:2.1.0
:m01	transitive	co.touchlab:stately-strict:2.1.0
:m01	transitive	io.github.aughtone:types-jvm:3.2.0
:m01	transitive	io.github.aughtone:types:3.2.0
:m01	transitive	io.insert-koin:koin-core-jvm:4.2.2
:m01	transitive	io.ktor:ktor-http-jvm:3.5.1
:m01	transitive	io.ktor:ktor-http:3.5.1
:m01	transitive	io.ktor:ktor-io-jvm:3.5.1
:m01	transitive	io.ktor:ktor-io:3.5.1
:m01	transitive	io.ktor:ktor-resources-jvm:3.5.1
:m01	transitive	io.ktor:ktor-resources:3.5.1
:m01	transitive	io.ktor:ktor-utils-jvm:3.5.1
:m01	transitive	io.ktor:ktor-utils:3.5.1
:m01	transitive	org.jetbrains.kotlin:kotlin-stdlib-common:2.4.10
:m01	transitive	org.jetbrains.kotlinx:atomicfu:0.23.1
:m01	transitive	org.jetbrains.kotlinx:kotlinx-coroutines-bom:1.11.0
:m01	transitive	org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.11.0
:m01	transitive	org.jetbrains.kotlinx:kotlinx-coroutines-core:1.11.0
:m01	transitive	org.jetbrains.kotlinx:kotlinx-datetime-jvm:0.8.0
:m01	transitive	org.jetbrains.kotlinx:kotlinx-io-bytestring-jvm:0.9.0
:m01	transitive	org.jetbrains.kotlinx:kotlinx-io-bytestring:0.9.0
:m01	transitive	org.jetbrains.kotlinx:kotlinx-io-core-jvm:0.9.0
:m01	transitive	org.jetbrains.kotlinx:kotlinx-io-core:0.9.0
:m01	transitive	org.jetbrains.kotlinx:kotlinx-serialization-bom:1.11.0
:m01	transitive	org.jetbrains.kotlinx:kotlinx-serialization-core-jvm:1.11.0
:m01	transitive	org.jetbrains.kotlinx:kotlinx-serialization-core:1.11.0
:m01	transitive	org.jetbrains.kotlinx:kotlinx-serialization-json-jvm:1.11.0
:m01	transitive	org.jetbrains.kotlinx:kotlinx-serialization-json:1.11.0
:m01	transitive	org.jetbrains:annotations:23.0.0
:m01	transitive	org.slf4j:slf4j-api:2.0.18
:m02	direct	io.insert-koin:koin-core:4.2.2
:m02	direct	org.jetbrains.kotlin:kotlin-dom-api-compat:2.4.10
:m02	direct	org.jetbrains.kotlin:kotlin-stdlib:2.4.10
:m02	transitive	co.touchlab:stately-concurrency-iosarm64:2.1.0
:m02	transitive	co.touchlab:stately-concurrency-iossimulatorarm64:2.1.0
:m02	transitive	co.touchlab:stately-concurrency-js:2.1.0
:m02	transitive	co.touchlab:stately-concurrency-jvm:2.1.0
:m02	transitive	co.touchlab:stately-concurrency-wasm-js:2.1.0
:m02	transitive	co.touchlab:stately-concurrency:2.1.0
:m02	transitive	co.touchlab:stately-concurrent-collections-iosarm64:2.1.0
:m02	transitive	co.touchlab:stately-concurrent-collections-iossimulatorarm64:2.1.0
:m02	transitive	co.touchlab:stately-concurrent-collections-js:2.1.0
:m02	transitive	co.touchlab:stately-concurrent-collections-jvm:2.1.0
